dzbdg,1000,2000,3000,4000,5000,6000,7000,8000,9000,10000
10000,127.8244119,56.2449681,22.5919005,17.9396615,19.382045,20.5110805,21.298032,21.4759015,21.960407,22.2885805
15000,151.6487694,104.663148,57.26202298,30.81606762,21.75225,20.0617605,20.92480233,20.41104517,20.96694383,21.752855
20000,162.8676098,129.089348,94.35512561,57.70840215,36.04193618,24.343669,21.18045645,20.7446255,20.584446,21.8219325
25000,169.2325241,142.9261933,114.0975112,87.88433795,57.81210615,38.89932764,27.63044421,22.9266977,21.8782828,20.9378425
30000,173.630068,152.1863613,129.4051751,105.5136551,83.15717745,57.91410539,42.27325329,31.87920312,25.062622,23.09931097
35000,176.8789898,158.5215341,139.3433152,119.4813223,99.34033631,74.13685852,58.3147623,43.66784628,34.52656766,26.46934825
40000,179.3755877,163.1544291,146.7275902,129.8122174,112.1980496,95.16034084,78.31326515,58.43454957,47.18455786,36.5823401
45000,181.4025436,166.6890749,152.6418134,136.7313897,121.1425618,105.9837878,92.18287069,76.07870883,58.32738026,47.37417109
50000,183.0257105,169.4370586,156.9737603,143.5291403,129.8583652,114.698852,102.534542,88.29203972,67.86431798,58.44848215
55000,184.4605966,171.9227223,160.7433352,148.7411018,135.986061,123.5044589,110.0496566,98.40243593,79.06747087,71.90680796
60000,185.6547861,173.791752,163.4297968,152.7484783,141.2568278,129.9710682,118.0055021,106.1102815,95.25170911,83.67860145
65000,186.6094932,175.5724209,166.0025726,155.9106821,145.5350321,135.0224361,124.9001712,114.3778414,104.2728968,92.76177088
70000,187.5293951,177.0044145,167.5521834,159.0483928,149.4603767,139.8854394,130.0252761,120.0569136,109.7949409,99.54978848
75000,188.2446227,178.1497261,169.5953991,161.5415808,152.8161608,143.6746456,134.0128294,125.4815781,114.8934986,106.175074
80000,188.9402883,179.4598228,171.1612232,163.5492666,155.7570175,147.2144388,137.90495,130.047978,120.0103649,112.4727634
85000,189.6046763,180.4822266,172.7288642,165.4235486,158.0719577,150.3822395,141.8657245,133.3357864,125.326767,117.4567021
90000,190.2040351,181.4788214,173.8982427,166.9276258,160.1937823,152.8678524,145.2500235,136.9795626,130.0595734,121.3835084
95000,190.7482209,182.2072207,174.9727694,168.447973,161.9731791,155.1904398,147.6879834,140.8978743,133.3862847,125.7315849
100000,191.2265048,183.0899719,176.2105637,169.6575359,163.5899851,157.1968006,150.5939167,143.7687206,136.0393039,130.0962883
